[[1, 7], [2, 4], [3, 5], [6, 7]]
[5, 35, 37, 42, 49, 38, 43, 50, 52, 39, 44, 51, 54]
[5, 35, 37, 42, 49, 38, 43, 50, 39, 44, 51, 53, 54]
[5, 35, 37, 42, 49, 38, 43, 50, 52, 39, 44, 53, 54]
[5, 35, 37, 42, 49, 38, 43, 52, 39, 44, 51, 53, 54]
[5, 35, 37, 42, 38, 43, 50, 52, 39, 44, 51, 53, 54]
[5, 35, 37, 42, 49, 38, 43, 50, 52, 39, 51, 53, 54]
[5, 35, 37, 42, 49, 38, 50, 52, 39, 44, 51, 53, 54]
[5, 35, 37, 49, 38, 43, 50, 52, 39, 44, 51, 53, 54]
[5, 35, 40, 37, 42, 49, 38, 43, 50, 52, 44, 51, 53]
[5, 35, 40, 37, 42, 49, 38, 43, 50, 52, 44, 51, 54]
[5, 35, 40, 37, 42, 49, 38, 43, 50, 44, 51, 53, 54]
[5, 35, 40, 37, 42, 49, 38, 43, 50, 52, 44, 53, 54]
[5, 35, 40, 37, 42, 49, 38, 43, 52, 44, 51, 53, 54]
[5, 35, 40, 37, 42, 38, 43, 50, 52, 44, 51, 53, 54]
[5, 35, 40, 37, 42, 49, 38, 43, 50, 52, 51, 53, 54]
[5, 35, 40, 37, 42, 49, 38, 50, 52, 44, 51, 53, 54]
[5, 35, 40, 37, 49, 38, 43, 50, 52, 44, 51, 53, 54]
[5, 35, 37, 42, 49, 38, 43, 50, 52, 44, 51, 53, 54]
[5, 35, 40, 37, 42, 49, 43, 50, 52, 39, 44, 51, 53]
[5, 35, 40, 37, 42, 49, 43, 50, 52, 39, 44, 51, 54]
[5, 35, 40, 37, 42, 49, 43, 50, 39, 44, 51, 53, 54]
[5, 35, 40, 37, 42, 49, 43, 50, 52, 39, 44, 53, 54]
[5, 35, 40, 37, 42, 49, 43, 52, 39, 44, 51, 53, 54]
[5, 35, 40, 37, 42, 43, 50, 52, 39, 44, 51, 53, 54]
[5, 35, 40, 37, 42, 49, 43, 50, 52, 39, 51, 53, 54]
[5, 35, 40, 37, 42, 49, 50, 52, 39, 44, 51, 53, 54]
[5, 35, 40, 37, 49, 43, 50, 52, 39, 44, 51, 53, 54]
[5, 35, 37, 42, 49, 43, 50, 52, 39, 44, 51, 53, 54]
[5, 35, 40, 37, 42, 49, 43, 50, 52, 44, 51, 53, 54]
[5, 35, 40, 42, 49, 38, 43, 50, 52, 39, 44, 51, 53]
[5, 35, 40, 42, 49, 38, 43, 50, 52, 39, 44, 51, 54]
[5, 35, 40, 42, 49, 38, 43, 50, 39, 44, 51, 53, 54]
[5, 35, 40, 42, 49, 38, 43, 50, 52, 39, 44, 53, 54]
[5, 35, 40, 42, 49, 38, 43, 52, 39, 44, 51, 53, 54]
[5, 35, 40, 42, 38, 43, 50, 52, 39, 44, 51, 53, 54]
[5, 35, 40, 42, 49, 38, 43, 50, 52, 39, 51, 53, 54]
[5, 35, 40, 42, 49, 38, 50, 52, 39, 44, 51, 53, 54]
[5, 35, 40, 49, 38, 43, 50, 52, 39, 44, 51, 53, 54]
[5, 35, 42, 49, 38, 43, 50, 52, 39, 44, 51, 53, 54]
[5, 35, 40, 42, 49, 38, 43, 50, 52, 44, 51, 53, 54]
[5, 35, 40, 42, 49, 43, 50, 52, 39, 44, 51, 53, 54]
[5, 40, 37, 42, 49, 38, 43, 50, 52, 39, 44, 51, 53]
[5, 40, 37, 42, 49, 38, 43, 50, 52, 39, 44, 51, 54]
[5, 40, 37, 42, 49, 38, 43, 50, 39, 44, 51, 53, 54]
[5, 40, 37, 42, 49, 38, 43, 50, 52, 39, 44, 53, 54]
[5, 40, 37, 42, 49, 38, 43, 52, 39, 44, 51, 53, 54]
[5, 40, 37, 42, 38, 43, 50, 52, 39, 44, 51, 53, 54]
[5, 40, 37, 42, 49, 38, 43, 50, 52, 39, 51, 53, 54]
[5, 40, 37, 42, 49, 38, 50, 52, 39, 44, 51, 53, 54]
[5, 40, 37, 49, 38, 43, 50, 52, 39, 44, 51, 53, 54]
[5, 37, 42, 49, 38, 43, 50, 52, 39, 44, 51, 53, 54]
[5, 40, 37, 42, 49, 38, 43, 50, 52, 44, 51, 53, 54]
[5, 40, 37, 42, 49, 43, 50, 52, 39, 44, 51, 53, 54]
[5, 40, 42, 49, 38, 43, 50, 52, 39, 44, 51, 53, 54]
[34, 35, 40, 7, 37, 42, 49, 8, 38, 43, 9, 39, 44]
[34, 35, 40, 7, 37, 42, 8, 38, 43, 50, 9, 39, 44]
[34, 35, 40, 7, 37, 42, 8, 38, 43, 9, 39, 44, 51]
[34, 35, 40, 7, 37, 42, 8, 38, 43, 52, 9, 39, 44]
[34, 35, 40, 7, 37, 42, 8, 38, 43, 9, 39, 44, 53]
[34, 35, 40, 7, 37, 42, 8, 38, 43, 9, 39, 44, 54]
[34, 35, 40, 7, 37, 42, 49, 8, 38, 43, 50, 9, 39]
[34, 35, 40, 7, 37, 42, 49, 8, 38, 43, 9, 39, 51]
[34, 35, 40, 7, 37, 42, 49, 8, 38, 43, 52, 9, 39]
[34, 35, 40, 7, 37, 42, 49, 8, 38, 43, 9, 39, 53]
[34, 35, 40, 7, 37, 42, 49, 8, 38, 43, 9, 39, 54]
[34, 35, 40, 7, 37, 42, 8, 38, 43, 50, 9, 39, 51]
[34, 35, 40, 7, 37, 42, 8, 38, 43, 50, 52, 9, 39]
[34, 35, 40, 7, 37, 42, 8, 38, 43, 50, 9, 39, 53]
[34, 35, 40, 7, 37, 42, 8, 38, 43, 50, 9, 39, 54]
[34, 35, 40, 7, 37, 42, 8, 38, 43, 52, 9, 39, 51]
[34, 35, 40, 7, 37, 42, 8, 38, 43, 9, 39, 51, 53]
[34, 35, 40, 7, 37, 42, 8, 38, 43, 9, 39, 51, 54]
[34, 35, 40, 7, 37, 42, 8, 38, 43, 52, 9, 39, 53]
[34, 35, 40, 7, 37, 42, 8, 38, 43, 52, 9, 39, 54]
[34, 35, 40, 7, 37, 42, 8, 38, 43, 9, 39, 53, 54]
[34, 35, 40, 7, 37, 42, 49, 8, 38, 50, 9, 39, 44]
[34, 35, 40, 7, 37, 42, 49, 8, 38, 9, 39, 44, 51]
[34, 35, 40, 7, 37, 42, 49, 8, 38, 52, 9, 39, 44]
[34, 35, 40, 7, 37, 42, 49, 8, 38, 9, 39, 44, 53]
[34, 35, 40, 7, 37, 42, 49, 8, 38, 9, 39, 44, 54]
[34, 35, 40, 7, 37, 42, 8, 38, 50, 9, 39, 44, 51]
[34, 35, 40, 7, 37, 42, 8, 38, 50, 52, 9, 39, 44]
[34, 35, 40, 7, 37, 42, 8, 38, 50, 9, 39, 44, 53]
[34, 35, 40, 7, 37, 42, 8, 38, 50, 9, 39, 44, 54]
[34, 35, 40, 7, 37, 42, 8, 38, 52, 9, 39, 44, 51]
[34, 35, 40, 7, 37, 42, 8, 38, 9, 39, 44, 51, 53]
[34, 35, 40, 7, 37, 42, 8, 38, 9, 39, 44, 51, 54]
[34, 35, 40, 7, 37, 42, 8, 38, 52, 9, 39, 44, 53]
[34, 35, 40, 7, 37, 42, 8, 38, 52, 9, 39, 44, 54]
[34, 35, 40, 7, 37, 42, 8, 38, 9, 39, 44, 53, 54]
[34, 35, 40, 7, 37, 42, 49, 8, 38, 50, 9, 39, 51]
[34, 35, 40, 7, 37, 42, 49, 8, 38, 50, 52, 9, 39]
[34, 35, 40, 7, 37, 42, 49, 8, 38, 50, 9, 39, 53]
[34, 35, 40, 7, 37, 42, 49, 8, 38, 50, 9, 39, 54]
[34, 35, 40, 7, 37, 42, 49, 8, 38, 52, 9, 39, 51]
[34, 35, 40, 7, 37, 42, 49, 8, 38, 9, 39, 51, 53]
[34, 35, 40, 7, 37, 42, 49, 8, 38, 9, 39, 51, 54]
[34, 35, 40, 7, 37, 42, 49, 8, 38, 52, 9, 39, 53]
[34, 35, 40, 7, 37, 42, 49, 8, 38, 52, 9, 39, 54]
[34, 35, 40, 7, 37, 42, 49, 8, 38, 9, 39, 53, 54]
[34, 35, 40, 7, 37, 42, 8, 38, 50, 52, 9, 39, 51]
[34, 35, 40, 7, 37, 42, 8, 38, 50, 9, 39, 51, 53]
[34, 35, 40, 7, 37, 42, 8, 38, 50, 9, 39, 51, 54]
[34, 35, 40, 7, 37, 42, 8, 38, 50, 52, 9, 39, 53]
[34, 35, 40, 7, 37, 42, 8, 38, 50, 52, 9, 39, 54]
[34, 35, 40, 7, 37, 42, 8, 38, 50, 9, 39, 53, 54]
[34, 35, 40, 7, 37, 42, 8, 38, 52, 9, 39, 51, 53]
[34, 35, 40, 7, 37, 42, 8, 38, 52, 9, 39, 51, 54]
[34, 35, 40, 7, 37, 42, 8, 38, 9, 39, 51, 53, 54]
[34, 35, 40, 7, 37, 42, 8, 38, 52, 9, 39, 53, 54]
[34, 35, 40, 7, 37, 49, 8, 38, 43, 50, 9, 39, 44]
[34, 35, 40, 7, 37, 49, 8, 38, 43, 9, 39, 44, 51]
[34, 35, 40, 7, 37, 49, 8, 38, 43, 52, 9, 39, 44]
[34, 35, 40, 7, 37, 49, 8, 38, 43, 9, 39, 44, 53]
[34, 35, 40, 7, 37, 49, 8, 38, 43, 9, 39, 44, 54]
[34, 35, 40, 7, 37, 8, 38, 43, 50, 9, 39, 44, 51]
[34, 35, 40, 7, 37, 8, 38, 43, 50, 52, 9, 39, 44]
[34, 35, 40, 7, 37, 8, 38, 43, 50, 9, 39, 44, 53]
[34, 35, 40, 7, 37, 8, 38, 43, 50, 9, 39, 44, 54]
[34, 35, 40, 7, 37, 8, 38, 43, 52, 9, 39, 44, 51]
[34, 35, 40, 7, 37, 8, 38, 43, 9, 39, 44, 51, 53]
[34, 35, 40, 7, 37, 8, 38, 43, 9, 39, 44, 51, 54]
[34, 35, 40, 7, 37, 8, 38, 43, 52, 9, 39, 44, 53]
[34, 35, 40, 7, 37, 8, 38, 43, 52, 9, 39, 44, 54]
[34, 35, 40, 7, 37, 8, 38, 43, 9, 39, 44, 53, 54]
[34, 35, 40, 7, 37, 49, 8, 38, 43, 50, 9, 39, 51]
[34, 35, 40, 7, 37, 49, 8, 38, 43, 50, 52, 9, 39]
[34, 35, 40, 7, 37, 49, 8, 38, 43, 50, 9, 39, 53]
[34, 35, 40, 7, 37, 49, 8, 38, 43, 50, 9, 39, 54]
[34, 35, 40, 7, 37, 49, 8, 38, 43, 52, 9, 39, 51]
[34, 35, 40, 7, 37, 49, 8, 38, 43, 9, 39, 51, 53]
[34, 35, 40, 7, 37, 49, 8, 38, 43, 9, 39, 51, 54]
[34, 35, 40, 7, 37, 49, 8, 38, 43, 52, 9, 39, 53]
[34, 35, 40, 7, 37, 49, 8, 38, 43, 52, 9, 39, 54]
[34, 35, 40, 7, 37, 49, 8, 38, 43, 9, 39, 53, 54]
[34, 35, 40, 7, 37, 8, 38, 43, 50, 52, 9, 39, 51]
[34, 35, 40, 7, 37, 8, 38, 43, 50, 9, 39, 51, 53]
[34, 35, 40, 7, 37, 8, 38, 43, 50, 9, 39, 51, 54]
[34, 35, 40, 7, 37, 8, 38, 43, 50, 52, 9, 39, 53]
[34, 35, 40, 7, 37, 8, 38, 43, 50, 52, 9, 39, 54]
[34, 35, 40, 7, 37, 8, 38, 43, 50, 9, 39, 53, 54]
[34, 35, 40, 7, 37, 8, 38, 43, 52, 9, 39, 51, 53]
[34, 35, 40, 7, 37, 8, 38, 43, 52, 9, 39, 51, 54]
[34, 35, 40, 7, 37, 8, 38, 43, 9, 39, 51, 53, 54]
[34, 35, 40, 7, 37, 8, 38, 43, 52, 9, 39, 53, 54]
[34, 35, 40, 7, 37, 49, 8, 38, 50, 9, 39, 44, 51]
[34, 35, 40, 7, 37, 49, 8, 38, 50, 52, 9, 39, 44]
[34, 35, 40, 7, 37, 49, 8, 38, 50, 9, 39, 44, 53]
[34, 35, 40, 7, 37, 49, 8, 38, 50, 9, 39, 44, 54]
[34, 35, 40, 7, 37, 49, 8, 38, 52, 9, 39, 44, 51]
[34, 35, 40, 7, 37, 49, 8, 38, 9, 39, 44, 51, 53]
[34, 35, 40, 7, 37, 49, 8, 38, 9, 39, 44, 51, 54]
[34, 35, 40, 7, 37, 49, 8, 38, 52, 9, 39, 44, 53]
[34, 35, 40, 7, 37, 49, 8, 38, 52, 9, 39, 44, 54]
[34, 35, 40, 7, 37, 49, 8, 38, 9, 39, 44, 53, 54]
[34, 35, 40, 7, 37, 8, 38, 50, 52, 9, 39, 44, 51]
[34, 35, 40, 7, 37, 8, 38, 50, 9, 39, 44, 51, 53]
[34, 35, 40, 7, 37, 8, 38, 50, 9, 39, 44, 51, 54]
[34, 35, 40, 7, 37, 8, 38, 50, 52, 9, 39, 44, 53]
[34, 35, 40, 7, 37, 8, 38, 50, 52, 9, 39, 44, 54]
[34, 35, 40, 7, 37, 8, 38, 50, 9, 39, 44, 53, 54]
[34, 35, 40, 7, 37, 8, 38, 52, 9, 39, 44, 51, 53]
[34, 35, 40, 7, 37, 8, 38, 52, 9, 39, 44, 51, 54]
[34, 35, 40, 7, 37, 8, 38, 9, 39, 44, 51, 53, 54]
[34, 35, 40, 7, 37, 8, 38, 52, 9, 39, 44, 53, 54]
[34, 35, 40, 7, 37, 49, 8, 38, 50, 52, 9, 39, 51]
[34, 35, 40, 7, 37, 49, 8, 38, 50, 9, 39, 51, 53]
[34, 35, 40, 7, 37, 49, 8, 38, 50, 9, 39, 51, 54]
[34, 35, 40, 7, 37, 49, 8, 38, 50, 52, 9, 39, 53]
[34, 35, 40, 7, 37, 49, 8, 38, 50, 52, 9, 39, 54]
[34, 35, 40, 7, 37, 49, 8, 38, 50, 9, 39, 53, 54]
[34, 35, 40, 7, 37, 49, 8, 38, 52, 9, 39, 51, 53]
[34, 35, 40, 7, 37, 49, 8, 38, 52, 9, 39, 51, 54]
[34, 35, 40, 7, 37, 49, 8, 38, 9, 39, 51, 53, 54]
[34, 35, 40, 7, 37, 49, 8, 38, 52, 9, 39, 53, 54]
[34, 35, 40, 7, 37, 8, 38, 50, 52, 9, 39, 51, 53]
[34, 35, 40, 7, 37, 8, 38, 50, 52, 9, 39, 51, 54]
[34, 35, 40, 7, 37, 8, 38, 50, 9, 39, 51, 53, 54]
[34, 35, 40, 7, 37, 8, 38, 50, 52, 9, 39, 53, 54]
[34, 35, 40, 7, 37, 8, 38, 52, 9, 39, 51, 53, 54]
[34, 35, 7, 37, 42, 49, 8, 38, 43, 50, 9, 39, 44]
[34, 35, 7, 37, 42, 49, 8, 38, 43, 9, 39, 44, 51]
[34, 35, 7, 37, 42, 49, 8, 38, 43, 52, 9, 39, 44]
[34, 35, 7, 37, 42, 49, 8, 38, 43, 9, 39, 44, 53]
[34, 35, 7, 37, 42, 49, 8, 38, 43, 9, 39, 44, 54]
[34, 35, 7, 37, 42, 8, 38, 43, 50, 9, 39, 44, 51]
[34, 35, 7, 37, 42, 8, 38, 43, 50, 52, 9, 39, 44]
[34, 35, 7, 37, 42, 8, 38, 43, 50, 9, 39, 44, 53]
[34, 35, 7, 37, 42, 8, 38, 43, 50, 9, 39, 44, 54]
[34, 35, 7, 37, 42, 8, 38, 43, 52, 9, 39, 44, 51]
[34, 35, 7, 37, 42, 8, 38, 43, 9, 39, 44, 51, 53]
[34, 35, 7, 37, 42, 8, 38, 43, 9, 39, 44, 51, 54]
[34, 35, 7, 37, 42, 8, 38, 43, 52, 9, 39, 44, 53]
[34, 35, 7, 37, 42, 8, 38, 43, 52, 9, 39, 44, 54]
[34, 35, 7, 37, 42, 8, 38, 43, 9, 39, 44, 53, 54]
[34, 35, 7, 37, 42, 49, 8, 38, 43, 50, 9, 39, 51]
[34, 35, 7, 37, 42, 49, 8, 38, 43, 50, 52, 9, 39]
[34, 35, 7, 37, 42, 49, 8, 38, 43, 50, 9, 39, 53]
[34, 35, 7, 37, 42, 49, 8, 38, 43, 50, 9, 39, 54]
[34, 35, 7, 37, 42, 49, 8, 38, 43, 52, 9, 39, 51]
[34, 35, 7, 37, 42, 49, 8, 38, 43, 9, 39, 51, 53]
[34, 35, 7, 37, 42, 49, 8, 38, 43, 9, 39, 51, 54]
[34, 35, 7, 37, 42, 49, 8, 38, 43, 52, 9, 39, 53]
[34, 35, 7, 37, 42, 49, 8, 38, 43, 52, 9, 39, 54]
[34, 35, 7, 37, 42, 49, 8, 38, 43, 9, 39, 53, 54]
[34, 35, 7, 37, 42, 8, 38, 43, 50, 52, 9, 39, 51]
[34, 35, 7, 37, 42, 8, 38, 43, 50, 9, 39, 51, 53]
[34, 35, 7, 37, 42, 8, 38, 43, 50, 9, 39, 51, 54]
[34, 35, 7, 37, 42, 8, 38, 43, 50, 52, 9, 39, 53]
[34, 35, 7, 37, 42, 8, 38, 43, 50, 52, 9, 39, 54]
[34, 35, 7, 37, 42, 8, 38, 43, 50, 9, 39, 53, 54]
[34, 35, 7, 37, 42, 8, 38, 43, 52, 9, 39, 51, 53]
[34, 35, 7, 37, 42, 8, 38, 43, 52, 9, 39, 51, 54]
[34, 35, 7, 37, 42, 8, 38, 43, 9, 39, 51, 53, 54]
[34, 35, 7, 37, 42, 8, 38, 43, 52, 9, 39, 53, 54]
[34, 35, 7, 37, 42, 49, 8, 38, 50, 9, 39, 44, 51]
[34, 35, 7, 37, 42, 49, 8, 38, 50, 52, 9, 39, 44]
[34, 35, 7, 37, 42, 49, 8, 38, 50, 9, 39, 44, 53]
[34, 35, 7, 37, 42, 49, 8, 38, 50, 9, 39, 44, 54]
[34, 35, 7, 37, 42, 49, 8, 38, 52, 9, 39, 44, 51]
[34, 35, 7, 37, 42, 49, 8, 38, 9, 39, 44, 51, 53]
[34, 35, 7, 37, 42, 49, 8, 38, 9, 39, 44, 51, 54]
[34, 35, 7, 37, 42, 49, 8, 38, 52, 9, 39, 44, 53]
[34, 35, 7, 37, 42, 49, 8, 38, 52, 9, 39, 44, 54]
[34, 35, 7, 37, 42, 49, 8, 38, 9, 39, 44, 53, 54]
[34, 35, 7, 37, 42, 8, 38, 50, 52, 9, 39, 44, 51]
[34, 35, 7, 37, 42, 8, 38, 50, 9, 39, 44, 51, 53]
[34, 35, 7, 37, 42, 8, 38, 50, 9, 39, 44, 51, 54]
[34, 35, 7, 37, 42, 8, 38, 50, 52, 9, 39, 44, 53]
[34, 35, 7, 37, 42, 8, 38, 50, 52, 9, 39, 44, 54]
[34, 35, 7, 37, 42, 8, 38, 50, 9, 39, 44, 53, 54]
[34, 35, 7, 37, 42, 8, 38, 52, 9, 39, 44, 51, 53]
[34, 35, 7, 37, 42, 8, 38, 52, 9, 39, 44, 51, 54]
[34, 35, 7, 37, 42, 8, 38, 9, 39, 44, 51, 53, 54]
[34, 35, 7, 37, 42, 8, 38, 52, 9, 39, 44, 53, 54]
[34, 35, 7, 37, 42, 49, 8, 38, 50, 52, 9, 39, 51]
[34, 35, 7, 37, 42, 49, 8, 38, 50, 9, 39, 51, 53]
[34, 35, 7, 37, 42, 49, 8, 38, 50, 9, 39, 51, 54]
[34, 35, 7, 37, 42, 49, 8, 38, 50, 52, 9, 39, 53]
[34, 35, 7, 37, 42, 49, 8, 38, 50, 52, 9, 39, 54]
[34, 35, 7, 37, 42, 49, 8, 38, 50, 9, 39, 53, 54]
[34, 35, 7, 37, 42, 49, 8, 38, 52, 9, 39, 51, 53]
[34, 35, 7, 37, 42, 49, 8, 38, 52, 9, 39, 51, 54]
[34, 35, 7, 37, 42, 49, 8, 38, 9, 39, 51, 53, 54]
[34, 35, 7, 37, 42, 49, 8, 38, 52, 9, 39, 53, 54]
[34, 35, 7, 37, 42, 8, 38, 50, 52, 9, 39, 51, 53]
[34, 35, 7, 37, 42, 8, 38, 50, 52, 9, 39, 51, 54]
[34, 35, 7, 37, 42, 8, 38, 50, 9, 39, 51, 53, 54]
[34, 35, 7, 37, 42, 8, 38, 50, 52, 9, 39, 53, 54]
[34, 35, 7, 37, 42, 8, 38, 52, 9, 39, 51, 53, 54]
[34, 35, 7, 37, 49, 8, 38, 43, 50, 9, 39, 44, 51]
[34, 35, 7, 37, 49, 8, 38, 43, 50, 52, 9, 39, 44]
[34, 35, 7, 37, 49, 8, 38, 43, 50, 9, 39, 44, 53]
[34, 35, 7, 37, 49, 8, 38, 43, 50, 9, 39, 44, 54]
[34, 35, 7, 37, 49, 8, 38, 43, 52, 9, 39, 44, 51]
[34, 35, 7, 37, 49, 8, 38, 43, 9, 39, 44, 51, 53]
[34, 35, 7, 37, 49, 8, 38, 43, 9, 39, 44, 51, 54]
[34, 35, 7, 37, 49, 8, 38, 43, 52, 9, 39, 44, 53]
