[[0, 8], [2, 4], [3, 5], [6, 7]]
[35, 40, 17, 38, 18, 44, 53, 54]
[35, 40, 49, 17, 38, 50, 18, 51]
[35, 40, 49, 17, 38, 50, 52, 18]
[35, 40, 49, 17, 38, 50, 18, 53]
[35, 40, 49, 17, 38, 50, 18, 54]
[35, 40, 49, 17, 38, 52, 18, 51]
[35, 40, 49, 17, 38, 18, 51, 53]
[35, 40, 49, 17, 38, 18, 51, 54]
[35, 40, 49, 17, 38, 52, 18, 53]
[35, 40, 49, 17, 38, 52, 18, 54]
[35, 40, 49, 17, 38, 18, 53, 54]
[35, 40, 17, 38, 50, 52, 18, 51]
[35, 40, 17, 38, 50, 18, 51, 53]
[35, 40, 17, 38, 50, 18, 51, 54]
[35, 40, 17, 38, 50, 52, 18, 53]
[35, 40, 17, 38, 50, 52, 18, 54]
[35, 40, 17, 38, 50, 18, 53, 54]
[35, 40, 17, 38, 52, 18, 51, 53]
[35, 40, 17, 38, 52, 18, 51, 54]
[35, 40, 17, 38, 18, 51, 53, 54]
[35, 40, 17, 38, 52, 18, 53, 54]
[35, 42, 49, 17, 38, 43, 18, 44]
[35, 42, 17, 38, 43, 50, 18, 44]
[35, 42, 17, 38, 43, 18, 44, 51]
[35, 42, 17, 38, 43, 52, 18, 44]
[35, 42, 17, 38, 43, 18, 44, 53]
[35, 42, 17, 38, 43, 18, 44, 54]
[35, 42, 49, 17, 38, 43, 50, 18]
[35, 42, 49, 17, 38, 43, 18, 51]
[35, 42, 49, 17, 38, 43, 52, 18]
[35, 42, 49, 17, 38, 43, 18, 53]
[35, 42, 49, 17, 38, 43, 18, 54]
[35, 42, 17, 38, 43, 50, 18, 51]
[35, 42, 17, 38, 43, 50, 52, 18]
[35, 42, 17, 38, 43, 50, 18, 53]
[35, 42, 17, 38, 43, 50, 18, 54]
[35, 42, 17, 38, 43, 52, 18, 51]
[35, 42, 17, 38, 43, 18, 51, 53]
[35, 42, 17, 38, 43, 18, 51, 54]
[35, 42, 17, 38, 43, 52, 18, 53]
[35, 42, 17, 38, 43, 52, 18, 54]
[35, 42, 17, 38, 43, 18, 53, 54]
[35, 42, 49, 17, 38, 50, 18, 44]
[35, 42, 49, 17, 38, 18, 44, 51]
[35, 42, 49, 17, 38, 52, 18, 44]
[35, 42, 49, 17, 38, 18, 44, 53]
[35, 42, 49, 17, 38, 18, 44, 54]
[35, 42, 17, 38, 50, 18, 44, 51]
[35, 42, 17, 38, 50, 52, 18, 44]
[35, 42, 17, 38, 50, 18, 44, 53]
[35, 42, 17, 38, 50, 18, 44, 54]
[35, 42, 17, 38, 52, 18, 44, 51]
[35, 42, 17, 38, 18, 44, 51, 53]
[35, 42, 17, 38, 18, 44, 51, 54]
[35, 42, 17, 38, 52, 18, 44, 53]
[35, 42, 17, 38, 52, 18, 44, 54]
[35, 42, 17, 38, 18, 44, 53, 54]
[35, 42, 49, 17, 38, 50, 18, 51]
[35, 42, 49, 17, 38, 50, 52, 18]
[35, 42, 49, 17, 38, 50, 18, 53]
[35, 42, 49, 17, 38, 50, 18, 54]
[35, 42, 49, 17, 38, 52, 18, 51]
[35, 42, 49, 17, 38, 18, 51, 53]
[35, 42, 49, 17, 38, 18, 51, 54]
[35, 42, 49, 17, 38, 52, 18, 53]
[35, 42, 49, 17, 38, 52, 18, 54]
[35, 42, 49, 17, 38, 18, 53, 54]
[35, 42, 17, 38, 50, 52, 18, 51]
[35, 42, 17, 38, 50, 18, 51, 53]
[35, 42, 17, 38, 50, 18, 51, 54]
[35, 42, 17, 38, 50, 52, 18, 53]
[35, 42, 17, 38, 50, 52, 18, 54]
[35, 42, 17, 38, 50, 18, 53, 54]
[35, 42, 17, 38, 52, 18, 51, 53]
[35, 42, 17, 38, 52, 18, 51, 54]
[35, 42, 17, 38, 18, 51, 53, 54]
[35, 42, 17, 38, 52, 18, 53, 54]
[35, 49, 17, 38, 43, 50, 18, 44]
[35, 49, 17, 38, 43, 18, 44, 51]
[35, 49, 17, 38, 43, 52, 18, 44]
[35, 49, 17, 38, 43, 18, 44, 53]
[35, 49, 17, 38, 43, 18, 44, 54]
[35, 17, 38, 43, 50, 18, 44, 51]
[35, 17, 38, 43, 50, 52, 18, 44]
[35, 17, 38, 43, 50, 18, 44, 53]
[35, 17, 38, 43, 50, 18, 44, 54]
[35, 17, 38, 43, 52, 18, 44, 51]
[35, 17, 38, 43, 18, 44, 51, 53]
[35, 17, 38, 43, 18, 44, 51, 54]
[35, 17, 38, 43, 52, 18, 44, 53]
[35, 17, 38, 43, 52, 18, 44, 54]
[35, 17, 38, 43, 18, 44, 53, 54]
[35, 49, 17, 38, 43, 50, 18, 51]
[35, 49, 17, 38, 43, 50, 52, 18]
[35, 49, 17, 38, 43, 50, 18, 53]
[35, 49, 17, 38, 43, 50, 18, 54]
[35, 49, 17, 38, 43, 52, 18, 51]
[35, 49, 17, 38, 43, 18, 51, 53]
[35, 49, 17, 38, 43, 18, 51, 54]
[35, 49, 17, 38, 43, 52, 18, 53]
[35, 49, 17, 38, 43, 52, 18, 54]
[35, 49, 17, 38, 43, 18, 53, 54]
[35, 17, 38, 43, 50, 52, 18, 51]
[35, 17, 38, 43, 50, 18, 51, 53]
[35, 17, 38, 43, 50, 18, 51, 54]
[35, 17, 38, 43, 50, 52, 18, 53]
[35, 17, 38, 43, 50, 52, 18, 54]
[35, 17, 38, 43, 50, 18, 53, 54]
[35, 17, 38, 43, 52, 18, 51, 53]
[35, 17, 38, 43, 52, 18, 51, 54]
[35, 17, 38, 43, 18, 51, 53, 54]
[35, 17, 38, 43, 52, 18, 53, 54]
[35, 49, 17, 38, 50, 18, 44, 51]
[35, 49, 17, 38, 50, 52, 18, 44]
[35, 49, 17, 38, 50, 18, 44, 53]
[35, 49, 17, 38, 50, 18, 44, 54]
[35, 49, 17, 38, 52, 18, 44, 51]
[35, 49, 17, 38, 18, 44, 51, 53]
[35, 49, 17, 38, 18, 44, 51, 54]
[35, 49, 17, 38, 52, 18, 44, 53]
[35, 49, 17, 38, 52, 18, 44, 54]
[35, 49, 17, 38, 18, 44, 53, 54]
[35, 17, 38, 50, 52, 18, 44, 51]
[35, 17, 38, 50, 18, 44, 51, 53]
[35, 17, 38, 50, 18, 44, 51, 54]
[35, 17, 38, 50, 52, 18, 44, 53]
[35, 17, 38, 50, 52, 18, 44, 54]
[35, 17, 38, 50, 18, 44, 53, 54]
[35, 17, 38, 52, 18, 44, 51, 53]
[35, 17, 38, 52, 18, 44, 51, 54]
[35, 17, 38, 18, 44, 51, 53, 54]
[35, 17, 38, 52, 18, 44, 53, 54]
[35, 49, 17, 38, 50, 52, 18, 51]
[35, 49, 17, 38, 50, 18, 51, 53]
[35, 49, 17, 38, 50, 18, 51, 54]
[35, 49, 17, 38, 50, 52, 18, 53]
[35, 49, 17, 38, 50, 52, 18, 54]
[35, 49, 17, 38, 50, 18, 53, 54]
[35, 49, 17, 38, 52, 18, 51, 53]
[35, 49, 17, 38, 52, 18, 51, 54]
[35, 49, 17, 38, 18, 51, 53, 54]
[35, 49, 17, 38, 52, 18, 53, 54]
[35, 17, 38, 50, 52, 18, 51, 53]
[35, 17, 38, 50, 52, 18, 51, 54]
[35, 17, 38, 50, 18, 51, 53, 54]
[35, 17, 38, 50, 52, 18, 53, 54]
[35, 17, 38, 52, 18, 51, 53, 54]
[35, 40, 42, 17, 43, 18, 39, 44]
[35, 40, 42, 49, 17, 43, 18, 39]
[35, 40, 42, 17, 43, 50, 18, 39]
[35, 40, 42, 17, 43, 18, 39, 51]
[35, 40, 42, 17, 43, 52, 18, 39]
[35, 40, 42, 17, 43, 18, 39, 53]
[35, 40, 42, 17, 43, 18, 39, 54]
[35, 40, 42, 49, 17, 18, 39, 44]
[35, 40, 42, 17, 50, 18, 39, 44]
[35, 40, 42, 17, 18, 39, 44, 51]
[35, 40, 42, 17, 52, 18, 39, 44]
[35, 40, 42, 17, 18, 39, 44, 53]
[35, 40, 42, 17, 18, 39, 44, 54]
[35, 40, 42, 49, 17, 50, 18, 39]
[35, 40, 42, 49, 17, 18, 39, 51]
[35, 40, 42, 49, 17, 52, 18, 39]
[35, 40, 42, 49, 17, 18, 39, 53]
[35, 40, 42, 49, 17, 18, 39, 54]
[35, 40, 42, 17, 50, 18, 39, 51]
[35, 40, 42, 17, 50, 52, 18, 39]
[35, 40, 42, 17, 50, 18, 39, 53]
[35, 40, 42, 17, 50, 18, 39, 54]
[35, 40, 42, 17, 52, 18, 39, 51]
[35, 40, 42, 17, 18, 39, 51, 53]
[35, 40, 42, 17, 18, 39, 51, 54]
[35, 40, 42, 17, 52, 18, 39, 53]
[35, 40, 42, 17, 52, 18, 39, 54]
[35, 40, 42, 17, 18, 39, 53, 54]
[35, 40, 49, 17, 43, 18, 39, 44]
[35, 40, 17, 43, 50, 18, 39, 44]
[35, 40, 17, 43, 18, 39, 44, 51]
[35, 40, 17, 43, 52, 18, 39, 44]
[35, 40, 17, 43, 18, 39, 44, 53]
[35, 40, 17, 43, 18, 39, 44, 54]
[35, 40, 49, 17, 43, 50, 18, 39]
[35, 40, 49, 17, 43, 18, 39, 51]
[35, 40, 49, 17, 43, 52, 18, 39]
[35, 40, 49, 17, 43, 18, 39, 53]
[35, 40, 49, 17, 43, 18, 39, 54]
[35, 40, 17, 43, 50, 18, 39, 51]
[35, 40, 17, 43, 50, 52, 18, 39]
[35, 40, 17, 43, 50, 18, 39, 53]
[35, 40, 17, 43, 50, 18, 39, 54]
[35, 40, 17, 43, 52, 18, 39, 51]
[35, 40, 17, 43, 18, 39, 51, 53]
[35, 40, 17, 43, 18, 39, 51, 54]
[35, 40, 17, 43, 52, 18, 39, 53]
[35, 40, 17, 43, 52, 18, 39, 54]
[35, 40, 17, 43, 18, 39, 53, 54]
[35, 40, 49, 17, 50, 18, 39, 44]
[35, 40, 49, 17, 18, 39, 44, 51]
[35, 40, 49, 17, 52, 18, 39, 44]
[35, 40, 49, 17, 18, 39, 44, 53]
[35, 40, 49, 17, 18, 39, 44, 54]
[35, 40, 17, 50, 18, 39, 44, 51]
[35, 40, 17, 50, 52, 18, 39, 44]
[35, 40, 17, 50, 18, 39, 44, 53]
[35, 40, 17, 50, 18, 39, 44, 54]
[35, 40, 17, 52, 18, 39, 44, 51]
[35, 40, 17, 18, 39, 44, 51, 53]
[35, 40, 17, 18, 39, 44, 51, 54]
[35, 40, 17, 52, 18, 39, 44, 53]
[35, 40, 17, 52, 18, 39, 44, 54]
[35, 40, 17, 18, 39, 44, 53, 54]
[35, 40, 49, 17, 50, 18, 39, 51]
[35, 40, 49, 17, 50, 52, 18, 39]
[35, 40, 49, 17, 50, 18, 39, 53]
[35, 40, 49, 17, 50, 18, 39, 54]
[35, 40, 49, 17, 52, 18, 39, 51]
[35, 40, 49, 17, 18, 39, 51, 53]
[35, 40, 49, 17, 18, 39, 51, 54]
[35, 40, 49, 17, 52, 18, 39, 53]
[35, 40, 49, 17, 52, 18, 39, 54]
[35, 40, 49, 17, 18, 39, 53, 54]
[35, 40, 17, 50, 52, 18, 39, 51]
[35, 40, 17, 50, 18, 39, 51, 53]
[35, 40, 17, 50, 18, 39, 51, 54]
[35, 40, 17, 50, 52, 18, 39, 53]
[35, 40, 17, 50, 52, 18, 39, 54]
[35, 40, 17, 50, 18, 39, 53, 54]
[35, 40, 17, 52, 18, 39, 51, 53]
[35, 40, 17, 52, 18, 39, 51, 54]
[35, 40, 17, 18, 39, 51, 53, 54]
[35, 40, 17, 52, 18, 39, 53, 54]
[35, 42, 49, 17, 43, 18, 39, 44]
[35, 42, 17, 43, 50, 18, 39, 44]
[35, 42, 17, 43, 18, 39, 44, 51]
[35, 42, 17, 43, 52, 18, 39, 44]
[35, 42, 17, 43, 18, 39, 44, 53]
[35, 42, 17, 43, 18, 39, 44, 54]
[35, 42, 49, 17, 43, 50, 18, 39]
[35, 42, 49, 17, 43, 18, 39, 51]
[35, 42, 49, 17, 43, 52, 18, 39]
[35, 42, 49, 17, 43, 18, 39, 53]
[35, 42, 49, 17, 43, 18, 39, 54]
[35, 42, 17, 43, 50, 18, 39, 51]
[35, 42, 17, 43, 50, 52, 18, 39]
[35, 42, 17, 43, 50, 18, 39, 53]
[35, 42, 17, 43, 50, 18, 39, 54]
[35, 42, 17, 43, 52, 18, 39, 51]
[35, 42, 17, 43, 18, 39, 51, 53]
[35, 42, 17, 43, 18, 39, 51, 54]
[35, 42, 17, 43, 52, 18, 39, 53]
[35, 42, 17, 43, 52, 18, 39, 54]
[35, 42, 17, 43, 18, 39, 53, 54]
[35, 42, 49, 17, 50, 18, 39, 44]
[35, 42, 49, 17, 18, 39, 44, 51]
[35, 42, 49, 17, 52, 18, 39, 44]
[35, 42, 49, 17, 18, 39, 44, 53]
[35, 42, 49, 17, 18, 39, 44, 54]
[35, 42, 17, 50, 18, 39, 44, 51]
[35, 42, 17, 50, 52, 18, 39, 44]
[35, 42, 17, 50, 18, 39, 44, 53]
[35, 42, 17, 50, 18, 39, 44, 54]
[35, 42, 17, 52, 18, 39, 44, 51]
[35, 42, 17, 18, 39, 44, 51, 53]
[35, 42, 17, 18, 39, 44, 51, 54]
[35, 42, 17, 52, 18, 39, 44, 53]
[35, 42, 17, 52, 18, 39, 44, 54]
[35, 42, 17, 18, 39, 44, 53, 54]
[35, 42, 49, 17, 50, 18, 39, 51]
[35, 42, 49, 17, 50, 52, 18, 39]
[35, 42, 49, 17, 50, 18, 39, 53]
[35, 42, 49, 17, 50, 18, 39, 54]
[35, 42, 49, 17, 52, 18, 39, 51]
[35, 42, 49, 17, 18, 39, 51, 53]
[35, 42, 49, 17, 18, 39, 51, 54]
[35, 42, 49, 17, 52, 18, 39, 53]
[35, 42, 49, 17, 52, 18, 39, 54]
[35, 42, 49, 17, 18, 39, 53, 54]
[35, 42, 17, 50, 52, 18, 39, 51]
[35, 42, 17, 50, 18, 39, 51, 53]
[35, 42, 17, 50, 18, 39, 51, 54]
[35, 42, 17, 50, 52, 18, 39, 53]
[35, 42, 17, 50, 52, 18, 39, 54]
[35, 42, 17, 50, 18, 39, 53, 54]
[35, 42, 17, 52, 18, 39, 51, 53]
[35, 42, 17, 52, 18, 39, 51, 54]
[35, 42, 17, 18, 39, 51, 53, 54]
[35, 42, 17, 52, 18, 39, 53, 54]
[35, 49, 17, 43, 50, 18, 39, 44]
[35, 49, 17, 43, 18, 39, 44, 51]
[35, 49, 17, 43, 52, 18, 39, 44]
[35, 49, 17, 43, 18, 39, 44, 53]
[35, 49, 17, 43, 18, 39, 44, 54]
[35, 17, 43, 50, 18, 39, 44, 51]
[35, 17, 43, 50, 52, 18, 39, 44]
[35, 17, 43, 50, 18, 39, 44, 53]
[35, 17, 43, 50, 18, 39, 44, 54]
[35, 17, 43, 52, 18, 39, 44, 51]
[35, 17, 43, 18, 39, 44, 51, 53]
[35, 17, 43, 18, 39, 44, 51, 54]
[35, 17, 43, 52, 18, 39, 44, 53]
[35, 17, 43, 52, 18, 39, 44, 54]
[35, 17, 43, 18, 39, 44, 53, 54]
[35, 49, 17, 43, 50, 18, 39, 51]
[35, 49, 17, 43, 50, 52, 18, 39]
[35, 49, 17, 43, 50, 18, 39, 53]
[35, 49, 17, 43, 50, 18, 39, 54]
[35, 49, 17, 43, 52, 18, 39, 51]
[35, 49, 17, 43, 18, 39, 51, 53]
[35, 49, 17, 43, 18, 39, 51, 54]
[35, 49, 17, 43, 52, 18, 39, 53]
[35, 49, 17, 43, 52, 18, 39, 54]
[35, 49, 17, 43, 18, 39, 53, 54]
[35, 17, 43, 50, 52, 18, 39, 51]
[35, 17, 43, 50, 18, 39, 51, 53]
[35, 17, 43, 50, 18, 39, 51, 54]
[35, 17, 43, 50, 52, 18, 39, 53]
[35, 17, 43, 50, 52, 18, 39, 54]
[35, 17, 43, 50, 18, 39, 53, 54]
[35, 17, 43, 52, 18, 39, 51, 53]
[35, 17, 43, 52, 18, 39, 51, 54]
[35, 17, 43, 18, 39, 51, 53, 54]
[35, 17, 43, 52, 18, 39, 53, 54]
[35, 49, 17, 50, 18, 39, 44, 51]
[35, 49, 17, 50, 52, 18, 39, 44]
[35, 49, 17, 50, 18, 39, 44, 53]
[35, 49, 17, 50, 18, 39, 44, 54]
[35, 49, 17, 52, 18, 39, 44, 51]
[35, 49, 17, 18, 39, 44, 51, 53]
[35, 49, 17, 18, 39, 44, 51, 54]
[35, 49, 17, 52, 18, 39, 44, 53]
[35, 49, 17, 52, 18, 39, 44, 54]
[35, 49, 17, 18, 39, 44, 53, 54]
[35, 17, 50, 52, 18, 39, 44, 51]
[35, 17, 50, 18, 39, 44, 51, 53]
[35, 17, 50, 18, 39, 44, 51, 54]
[35, 17, 50, 52, 18, 39, 44, 53]
[35, 17, 50, 52, 18, 39, 44, 54]
[35, 17, 50, 18, 39, 44, 53, 54]
[35, 17, 52, 18, 39, 44, 51, 53]
[35, 17, 52, 18, 39, 44, 51, 54]
[35, 17, 18, 39, 44, 51, 53, 54]
[35, 17, 52, 18, 39, 44, 53, 54]
[35, 49, 17, 50, 52, 18, 39, 51]
[35, 49, 17, 50, 18, 39, 51, 53]
[35, 49, 17, 50, 18, 39, 51, 54]
[35, 49, 17, 50, 52, 18, 39, 53]
[35, 49, 17, 50, 52, 18, 39, 54]
[35, 49, 17, 50, 18, 39, 53, 54]
[35, 49, 17, 52, 18, 39, 51, 53]
[35, 49, 17, 52, 18, 39, 51, 54]
[35, 49, 17, 18, 39, 51, 53, 54]
[35, 49, 17, 52, 18, 39, 53, 54]
[35, 17, 50, 52, 18, 39, 51, 53]
[35, 17, 50, 52, 18, 39, 51, 54]
[35, 17, 50, 18, 39, 51, 53, 54]
[35, 17, 50, 52, 18, 39, 53, 54]
[35, 17, 52, 18, 39, 51, 53, 54]
[35, 40, 42, 49, 17, 43, 18, 44]
[35, 40, 42, 17, 43, 50, 18, 44]
[35, 40, 42, 17, 43, 18, 44, 51]
[35, 40, 42, 17, 43, 52, 18, 44]
[35, 40, 42, 17, 43, 18, 44, 53]
[35, 40, 42, 17, 43, 18, 44, 54]
[35, 40, 42, 49, 17, 43, 50, 18]
[35, 40, 42, 49, 17, 43, 18, 51]
[35, 40, 42, 49, 17, 43, 52, 18]
[35, 40, 42, 49, 17, 43, 18, 53]
[35, 40, 42, 49, 17, 43, 18, 54]
[35, 40, 42, 17, 43, 50, 18, 51]
[35, 40, 42, 17, 43, 50, 52, 18]
[35, 40, 42, 17, 43, 50, 18, 53]
[35, 40, 42, 17, 43, 50, 18, 54]
[35, 40, 42, 17, 43, 52, 18, 51]
[35, 40, 42, 17, 43, 18, 51, 53]
[35, 40, 42, 17, 43, 18, 51, 54]
[35, 40, 42, 17, 43, 52, 18, 53]
[35, 40, 42, 17, 43, 52, 18, 54]
[35, 40, 42, 17, 43, 18, 53, 54]
[35, 40, 42, 49, 17, 50, 18, 44]
[35, 40, 42, 49, 17, 18, 44, 51]
[35, 40, 42, 49, 17, 52, 18, 44]
[35, 40, 42, 49, 17, 18, 44, 53]
[35, 40, 42, 49, 17, 18, 44, 54]
[35, 40, 42, 17, 50, 18, 44, 51]
[35, 40, 42, 17, 50, 52, 18, 44]
[35, 40, 42, 17, 50, 18, 44, 53]
[35, 40, 42, 17, 50, 18, 44, 54]
[35, 40, 42, 17, 52, 18, 44, 51]
[35, 40, 42, 17, 18, 44, 51, 53]
[35, 40, 42, 17, 18, 44, 51, 54]
[35, 40, 42, 17, 52, 18, 44, 53]
[35, 40, 42, 17, 52, 18, 44, 54]
[35, 40, 42, 17, 18, 44, 53, 54]
[35, 40, 42, 49, 17, 50, 18, 51]
[35, 40, 42, 49, 17, 50, 52, 18]
[35, 40, 42, 49, 17, 50, 18, 53]
[35, 40, 42, 49, 17, 50, 18, 54]
[35, 40, 42, 49, 17, 52, 18, 51]
[35, 40, 42, 49, 17, 18, 51, 53]
[35, 40, 42, 49, 17, 18, 51, 54]
[35, 40, 42, 49, 17, 52, 18, 53]
[35, 40, 42, 49, 17, 52, 18, 54]
[35, 40, 42, 49, 17, 18, 53, 54]
[35, 40, 42, 17, 50, 52, 18, 51]
[35, 40, 42, 17, 50, 18, 51, 53]
[35, 40, 42, 17, 50, 18, 51, 54]
[35, 40, 42, 17, 50, 52, 18, 53]
[35, 40, 42, 17, 50, 52, 18, 54]
[35, 40, 42, 17, 50, 18, 53, 54]
[35, 40, 42, 17, 52, 18, 51, 53]
[35, 40, 42, 17, 52, 18, 51, 54]
[35, 40, 42, 17, 18, 51, 53, 54]
[35, 40, 42, 17, 52, 18, 53, 54]
[35, 40, 49, 17, 43, 50, 18, 44]
[35, 40, 49, 17, 43, 18, 44, 51]
[35, 40, 49, 17, 43, 52, 18, 44]
[35, 40, 49, 17, 43, 18, 44, 53]
[35, 40, 49, 17, 43, 18, 44, 54]
[35, 40, 17, 43, 50, 18, 44, 51]
[35, 40, 17, 43, 50, 52, 18, 44]
[35, 40, 17, 43, 50, 18, 44, 53]
[35, 40, 17, 43, 50, 18, 44, 54]
[35, 40, 17, 43, 52, 18, 44, 51]
[35, 40, 17, 43, 18, 44, 51, 53]
[35, 40, 17, 43, 18, 44, 51, 54]
[35, 40, 17, 43, 52, 18, 44, 53]
[35, 40, 17, 43, 52, 18, 44, 54]
