[[2], [3, 5], [4], [6, 7]]
[[3,7,15,23,33,103],[10, 5, 14, 40, 7, 16, 42, 8, 17, 43, 52, 18, 51, 54]]
[[2,6,20,18,17,66],[10, 5, 14, 40, 7, 16, 42, 8, 17, 43, 52, 18, 53, 54]]
[[3,7,15,23,33,103],[10, 5, 14, 40, 7, 16, 42, 49, 8, 17, 52, 18, 51, 54]]
[[2,6,20,18,17,66],[10, 5, 14, 40, 7, 16, 42, 49, 8, 17, 52, 18, 53, 54]]
[[2,8,14,32,12,92],[10, 5, 14, 40, 7, 16, 42, 8, 17, 50, 52, 18, 53, 54]]
[[4,10,16,14,29,82],[10, 5, 14, 40, 7, 16, 8, 17, 43, 50, 52, 18, 44, 54]]
[[3,7,15,19,13,79],[10, 5, 14, 40, 7, 16, 49, 8, 17, 43, 50, 52, 18, 54]]
[[3,9,12,25,28,108],[10, 5, 14, 40, 7, 16, 49, 8, 17, 43, 52, 18, 51, 54]]
[[2,8,8,16,32,68],[10, 5, 14, 40, 7, 16, 49, 8, 17, 43, 52, 18, 53, 54]]
[[2,8,20,24,17,68],[10, 5, 14, 40, 7, 16, 8, 17, 43, 50, 52, 18, 53, 54]]
[[2,6,14,18,17,84],[10, 5, 14, 40, 7, 16, 8, 17, 43, 52, 18, 51, 53, 54]]
[[4,10,16,14,29,82],[10, 5, 14, 40, 7, 16, 49, 8, 17, 50, 52, 18, 44, 54]]
[[3,9,6,13,43,72],[10, 5, 14, 40, 7, 16, 8, 17, 50, 52, 18, 44, 53, 54]]
[[2,8,20,24,17,68],[10, 5, 14, 40, 7, 16, 49, 8, 17, 50, 52, 18, 53, 54]]
[[2,6,14,18,17,84],[10, 5, 14, 40, 7, 16, 49, 8, 17, 52, 18, 51, 53, 54]]
[[3,7,9,11,18,97],[10, 5, 14, 7, 16, 42, 8, 17, 43, 50, 52, 18, 44, 54]]
[[2,10,14,26,17,94],[10, 5, 14, 7, 16, 42, 8, 17, 43, 52, 18, 44, 53, 54]]
[[4,8,7,24,34,65],[10, 5, 14, 7, 16, 42, 49, 8, 17, 43, 52, 18, 51, 54]]
[[3,11,9,11,33,89],[10, 5, 14, 7, 16, 42, 49, 8, 17, 43, 52, 18, 53, 54]]
[[3,9,9,33,28,81],[10, 5, 14, 7, 16, 42, 8, 17, 43, 50, 52, 18, 53, 54]]
[[3,7,9,11,18,97],[10, 5, 14, 7, 16, 42, 49, 8, 17, 50, 52, 18, 44, 54]]
[[2,10,14,26,17,94],[10, 5, 14, 7, 16, 42, 49, 8, 17, 52, 18, 44, 53, 54]]
[[3,9,9,33,28,81],[10, 5, 14, 7, 16, 42, 49, 8, 17, 50, 52, 18, 53, 54]]
[[3,13,6,25,28,76],[10, 5, 14, 7, 16, 42, 8, 17, 50, 52, 18, 51, 53, 54]]
[[3,5,15,21,28,107],[10, 5, 14, 7, 16, 49, 8, 17, 43, 50, 52, 18, 44, 54]]
[[3,5,12,17,28,92],[10, 5, 14, 7, 16, 49, 8, 17, 43, 52, 18, 44, 51, 54]]
[[2,6,11,18,12,69],[10, 5, 14, 7, 16, 8, 17, 43, 50, 52, 18, 44, 53, 54]]
[[2,6,14,18,27,48],[10, 5, 14, 7, 16, 8, 17, 43, 52, 18, 44, 51, 53, 54]]
[[3,11,12,27,43,68],[10, 5, 14, 7, 16, 49, 8, 17, 43, 50, 52, 18, 53, 54]]
[[3,11,6,19,23,80],[10, 5, 14, 7, 16, 49, 8, 17, 43, 52, 18, 51, 53, 54]]
[[2,6,11,18,12,69],[10, 5, 14, 7, 16, 49, 8, 17, 50, 52, 18, 44, 53, 54]]
[[2,6,14,18,27,48],[10, 5, 14, 7, 16, 49, 8, 17, 52, 18, 44, 51, 53, 54]]
[[2,6,11,14,22,51],[10, 5, 14, 7, 16, 8, 17, 50, 52, 18, 44, 51, 53, 54]]
[[4,10,16,14,29,82],[10, 5, 14, 40, 7, 16, 42, 8, 17, 43, 50, 52, 44, 54]]
[[3,7,15,19,13,79],[10, 5, 14, 40, 7, 16, 42, 49, 8, 17, 43, 50, 52, 54]]
[[3,9,12,25,28,108],[10, 5, 14, 40, 7, 16, 42, 49, 8, 17, 43, 52, 51, 54]]
[[2,8,8,16,32,68],[10, 5, 14, 40, 7, 16, 42, 49, 8, 17, 43, 52, 53, 54]]
[[2,8,20,24,17,68],[10, 5, 14, 40, 7, 16, 42, 8, 17, 43, 50, 52, 53, 54]]
