[ 1, 5, 7, 16, 42, 8, 50, 52, 9, 51, 53, 54 ],1
[ 1, 5, 7, 16, 49, 8, 43, 52, 9, 51, 53, 54 ],1
[ 1, 5, 7, 16, 8, 50, 52, 9, 44, 51, 53, 54 ],1
[ 1, 5, 7, 16, 49, 8, 50, 52, 9, 51, 53, 54 ],1
[ 1, 5, 40, 7, 42, 8, 17, 43, 52, 9, 18, 51 ],1
[ 1, 5, 40, 7, 8, 17, 43, 52, 9, 18, 44, 51 ],1
[ 1, 5, 7, 42, 8, 17, 43, 50, 52, 9, 18, 51 ],1
[ 1, 5, 7, 42, 49, 8, 17, 52, 9, 18, 53, 54 ],1
[ 1, 5, 7, 42, 8, 17, 52, 9, 18, 51, 53, 54 ],1
[ 1, 5, 7, 49, 8, 17, 43, 52, 9, 18, 44, 51 ],1
[ 1, 5, 7, 8, 17, 43, 52, 9, 18, 44, 53, 54 ],1
[ 1, 5, 7, 8, 17, 43, 50, 52, 9, 18, 53, 54 ],1
[ 1, 5, 7, 8, 17, 43, 52, 9, 18, 51, 53, 54 ],1
[ 1, 5, 40, 7, 42, 8, 17, 52, 9, 51, 53, 54 ],1
[ 1, 5, 40, 7, 8, 17, 43, 50, 52, 9, 44, 51 ],1
[ 1, 5, 40, 7, 49, 8, 17, 43, 52, 9, 53, 54 ],1
[ 1, 5, 40, 7, 49, 8, 17, 52, 9, 51, 53, 54 ],1
[ 1, 5, 7, 42, 49, 8, 17, 52, 9, 44, 53, 54 ],2
[ 1, 5, 7, 49, 8, 17, 43, 52, 9, 51, 53, 54 ],1
[ 1, 5, 7, 8, 17, 50, 52, 9, 44, 51, 53, 54 ],1
[ 1, 5, 40, 7, 42, 49, 8, 43, 52, 9, 18, 51 ],1
[ 1, 5, 40, 7, 42, 8, 52, 9, 18, 51, 53, 54 ],1
[ 1, 5, 40, 7, 8, 43, 52, 9, 18, 44, 53, 54 ],1
[ 1, 5, 7, 42, 49, 8, 43, 50, 52, 9, 18, 51 ],1
[ 1, 5, 7, 42, 49, 8, 50, 52, 9, 18, 53, 54 ],1
[ 1, 5, 7, 42, 49, 8, 52, 9, 18, 51, 53, 54 ],1
[ 1, 5, 7, 42, 8, 50, 52, 9, 18, 51, 53, 54 ],1
[ 1, 5, 7, 49, 8, 43, 52, 9, 18, 44, 53, 54 ],1
[ 1, 5, 7, 8, 43, 50, 52, 9, 18, 44, 53, 54 ],1
[ 1, 5, 7, 8, 43, 52, 9, 18, 44, 51, 53, 54 ],1
[ 1, 5, 7, 8, 43, 50, 52, 9, 18, 51, 53, 54 ],1
[ 1, 5, 7, 8, 50, 52, 9, 18, 44, 51, 53, 54 ],1
[ 1, 5, 40, 7, 42, 8, 43, 50, 52, 9, 53, 54 ],1
[ 1, 5, 40, 7, 42, 8, 43, 52, 9, 51, 53, 54 ],1
[ 1, 5, 40, 7, 8, 50, 52, 9, 44, 51, 53, 54 ],1
[ 1, 10, 5, 14, 7, 16, 42, 8, 17, 52, 18, 51 ],1
[ 1, 10, 5, 14, 7, 16, 8, 17, 50, 52, 18, 51 ],1
[ 1, 10, 5, 14, 40, 7, 16, 8, 17, 43, 52, 51 ],1
[ 1, 10, 5, 14, 40, 7, 16, 8, 17, 52, 44, 51 ],1
[ 1, 10, 5, 14, 7, 16, 49, 8, 17, 43, 52, 51 ],1
[ 1, 10, 5, 14, 7, 16, 8, 17, 52, 51, 53, 54 ],1
[ 1, 10, 5, 14, 40, 7, 16, 8, 52, 51, 53, 54 ],1
[ 0, 1, 10, 5, 40, 8, 50, 52, 9, 44, 53, 54 ],1
[ 1, 10, 5, 14, 7, 16, 8, 43, 52, 51, 53, 54 ],1
[ 1, 10, 5, 14, 7, 42, 8, 17, 52, 18, 44, 51 ],1
[ 1, 10, 5, 14, 7, 8, 17, 43, 52, 18, 44, 51 ],1
[ 1, 10, 5, 14, 40, 7, 49, 8, 17, 43, 52, 51 ],1
[ 1, 10, 5, 14, 40, 7, 8, 17, 52, 44, 53, 54 ],1
[ 1, 10, 5, 14, 40, 7, 8, 17, 52, 51, 53, 54 ],1
[ 1, 10, 5, 14, 7, 42, 8, 17, 52, 51, 53, 54 ],1
[ 1, 10, 5, 14, 7, 49, 8, 17, 52, 51, 53, 54 ],1
